Time,Open,High,Low,Close,Volume
2026-01-02 10:19:00,5479.5,5479.5,5477.0,5477.0,861
2026-01-02 10:20:00,5477.0,5478.5,5476.5,5478.0,796
2026-01-02 10:21:00,5478.0,5478.5,5477.0,5477.0,377
2026-01-02 10:22:00,5477.0,5478.5,5475.5,5477.0,1369
2026-01-02 10:23:00,5477.5,5478.0,5476.5,5477.0,732
2026-01-02 10:24:00,5476.5,5477.5,5475.5,5475.5,565
2026-01-02 10:25:00,5475.5,5477.5,5475.5,5477.5,586
2026-01-02 10:26:00,5477.5,5477.5,5476.5,5477.0,310
2026-01-02 10:27:00,5477.0,5477.5,5476.5,5477.0,241
2026-01-02 10:28:00,5477.0,5477.5,5476.5,5477.5,308
2026-01-02 10:29:00,5477.5,5477.5,5475.0,5475.0,780
2026-01-02 10:30:00,5475.0,5477.0,5475.0,5477.0,924
2026-01-02 10:31:00,5477.0,5479.0,5476.5,5478.0,1164
2026-01-02 10:32:00,5477.5,5478.5,5474.0,5474.5,2178
2026-01-02 10:33:00,5474.5,5475.0,5473.0,5473.0,1276
2026-01-02 10:34:00,5473.0,5475.5,5473.0,5473.5,903
2026-01-02 10:35:00,5473.5,5475.0,5473.0,5473.0,857
2026-01-02 10:36:00,5473.0,5474.5,5473.0,5474.0,734
2026-01-02 10:37:00,5474.0,5475.5,5474.0,5474.5,677
2026-01-02 10:38:00,5475.0,5475.5,5473.5,5474.5,455
2026-01-02 10:39:00,5475.0,5475.0,5473.5,5474.5,380
2026-01-02 10:40:00,5474.0,5475.5,5474.0,5474.0,566
2026-01-02 10:41:00,5474.0,5474.5,5473.5,5474.0,473
2026-01-02 10:42:00,5474.0,5475.5,5473.5,5474.0,297
2026-01-02 10:43:00,5474.0,5474.5,5473.5,5473.5,276
2026-01-02 10:44:00,5473.5,5474.5,5473.0,5473.5,419
2026-01-02 10:45:00,5473.0,5475.0,5470.0,5471.0,3190
2026-01-02 10:46:00,5471.0,5471.5,5464.5,5465.0,7042
2026-01-02 10:47:00,5465.0,5467.0,5463.0,5467.0,2969
2026-01-02 10:48:00,5466.5,5470.5,5466.0,5470.0,2701
2026-01-02 10:49:00,5470.5,5471.5,5467.0,5467.0,1713
2026-01-02 10:50:00,5467.5,5467.5,5460.5,5461.0,4647
2026-01-02 10:51:00,5461.0,5462.5,5460.5,5462.5,1288
2026-01-02 10:52:00,5462.5,5464.5,5462.0,5464.0,1328
2026-01-02 10:53:00,5464.0,5465.5,5460.0,5462.0,3646
2026-01-02 10:54:00,5461.5,5462.5,5459.0,5462.5,2363
2026-01-02 10:55:00,5462.5,5463.0,5461.0,5462.5,853
2026-01-02 10:56:00,5462.5,5464.0,5461.0,5463.5,983
2026-01-02 10:57:00,5463.5,5470.5,5463.0,5470.5,3716
2026-01-02 10:58:00,5470.5,5471.0,5468.0,5469.0,1610
2026-01-02 10:59:00,5469.0,5471.0,5469.0,5470.0,1003
2026-01-02 11:00:00,5470.0,5470.5,5469.0,5469.5,801
2026-01-02 11:01:00,5470.0,5474.5,5470.0,5474.0,2631
2026-01-02 11:02:00,5474.0,5474.0,5469.5,5470.0,1864
2026-01-02 11:03:00,5470.0,5472.0,5469.5,5470.5,1067
2026-01-02 11:04:00,5470.5,5472.0,5469.0,5470.5,1384
2026-01-02 11:05:00,5471.0,5471.5,5470.0,5470.5,629
2026-01-02 11:06:00,5471.0,5471.5,5470.0,5471.5,818
2026-01-02 11:07:00,5471.5,5473.0,5471.0,5472.5,1042
2026-01-02 11:08:00,5472.0,5473.5,5470.5,5471.0,911
2026-01-02 11:09:00,5471.5,5472.5,5470.5,5472.5,856
2026-01-02 11:10:00,5472.5,5473.5,5471.5,5472.0,667
2026-01-02 11:11:00,5472.5,5473.0,5472.0,5472.0,410
2026-01-02 11:12:00,5472.0,5473.5,5468.0,5469.5,2520
2026-01-02 11:13:00,5469.5,5470.0,5467.5,5467.5,896
2026-01-02 11:14:00,5467.5,5469.0,5467.0,5468.5,1265
2026-01-02 11:15:00,5469.0,5469.0,5466.5,5467.0,1020
2026-01-02 11:16:00,5466.5,5467.0,5458.0,5459.0,4540
2026-01-02 11:17:00,5458.5,5464.0,5458.5,5463.5,3317
2026-01-02 11:18:00,5463.0,5466.0,5463.0,5466.0,1347
2026-01-02 11:19:00,5466.0,5466.5,5464.5,5466.0,892
2026-01-02 11:20:00,5466.0,5466.5,5463.5,5463.5,819
2026-01-02 11:21:00,5464.0,5464.0,5461.0,5462.0,1229
2026-01-02 11:22:00,5461.5,5462.0,5460.5,5460.5,992
2026-01-02 11:23:00,5460.5,5461.5,5459.0,5459.5,1511
2026-01-02 11:24:00,5459.0,5459.5,5457.0,5459.0,2074
2026-01-02 11:25:00,5459.0,5460.0,5457.5,5460.0,1410
2026-01-02 11:26:00,5460.0,5460.5,5458.5,5458.5,1098
2026-01-02 11:27:00,5459.0,5460.0,5458.5,5459.5,606
2026-01-02 11:28:00,5459.5,5461.5,5459.0,5461.0,1398
2026-01-02 11:29:00,5460.5,5462.0,5460.0,5462.0,1333
2026-01-02 11:30:00,5462.0,5465.5,5462.0,5463.5,2820
2026-01-02 11:31:00,5463.5,5466.5,5463.0,5466.0,1640
2026-01-02 11:32:00,5465.5,5469.5,5465.5,5468.0,3163
2026-01-02 11:33:00,5468.0,5470.5,5467.0,5470.5,1559
2026-01-02 11:34:00,5470.0,5471.0,5468.5,5469.5,1253
2026-01-02 11:35:00,5469.5,5474.0,5469.0,5474.0,2798
2026-01-02 11:36:00,5474.0,5474.5,5470.5,5471.0,1725
2026-01-02 11:37:00,5471.0,5472.5,5471.0,5471.5,692
2026-01-02 11:38:00,5471.0,5472.0,5471.0,5471.5,601
2026-01-02 11:39:00,5472.0,5477.0,5471.5,5475.5,3168
2026-01-02 11:40:00,5475.5,5477.5,5474.5,5477.5,1374
2026-01-02 11:41:00,5477.0,5480.0,5476.0,5478.0,2967
2026-01-02 11:42:00,5477.5,5478.0,5475.0,5476.0,1847
2026-01-02 11:43:00,5476.0,5477.0,5475.0,5476.0,734
2026-01-02 11:44:00,5476.0,5477.5,5475.5,5477.0,723
2026-01-02 11:45:00,5476.5,5477.5,5474.5,5475.0,1239
2026-01-02 11:46:00,5475.5,5480.0,5475.0,5477.0,2434
2026-01-02 11:47:00,5477.5,5478.0,5474.0,5475.0,1708
2026-01-02 11:48:00,5474.5,5477.5,5474.5,5475.0,1034
2026-01-02 11:49:00,5475.0,5476.0,5474.0,5474.5,757
2026-01-02 11:50:00,5474.0,5475.0,5471.0,5472.5,2580
2026-01-02 11:51:00,5472.0,5475.0,5472.0,5474.5,954
2026-01-02 11:52:00,5474.5,5475.0,5473.0,5473.5,784
2026-01-02 11:53:00,5474.0,5474.5,5473.0,5474.0,681
2026-01-02 11:54:00,5473.5,5475.0,5473.5,5474.5,566
2026-01-02 11:55:00,5474.5,5478.0,5472.5,5472.5,2946
2026-01-02 11:56:00,5472.5,5474.5,5471.5,5472.5,1338
2026-01-02 11:57:00,5472.5,5476.5,5472.5,5475.0,1122
2026-01-02 11:58:00,5475.0,5476.0,5474.5,5475.5,457
2026-01-02 11:59:00,5475.5,5476.0,5474.0,5475.0,524
2026-01-02 12:00:00,5475.0,5476.0,5473.5,5476.0,855
2026-01-02 12:01:00,5476.0,5476.5,5474.5,5476.5,507
2026-01-02 12:02:00,5476.0,5479.5,5476.0,5479.0,1495
2026-01-02 12:03:00,5479.0,5479.0,5476.5,5478.0,1347
2026-01-02 12:04:00,5478.5,5480.0,5478.0,5478.5,1062
2026-01-02 12:05:00,5478.0,5480.5,5477.5,5480.5,1393
2026-01-02 12:06:00,5480.5,5482.5,5479.5,5482.5,2372
2026-01-02 12:07:00,5482.5,5483.5,5480.0,5482.0,2162
2026-01-02 12:08:00,5481.5,5482.0,5480.0,5481.5,831
2026-01-02 12:09:00,5481.5,5482.0,5479.5,5481.0,877
2026-01-02 12:10:00,5481.0,5481.0,5478.5,5479.5,1216
2026-01-02 12:11:00,5479.5,5481.5,5479.0,5480.5,1046
2026-01-02 12:12:00,5480.5,5485.0,5480.5,5484.5,1924
2026-01-02 12:13:00,5484.0,5485.0,5482.5,5483.0,1243
2026-01-02 12:14:00,5483.0,5484.5,5482.0,5483.0,948
2026-01-02 12:15:00,5483.5,5485.0,5483.0,5484.5,1325
2026-01-02 12:16:00,5484.5,5485.0,5481.5,5482.0,1187
2026-01-02 12:17:00,5482.0,5487.0,5480.5,5486.5,2349
2026-01-02 12:18:00,5487.0,5488.0,5483.5,5484.0,2328
2026-01-02 12:19:00,5484.0,5487.0,5483.5,5486.0,817
2026-01-02 12:20:00,5486.5,5488.5,5485.5,5488.0,1385
2026-01-02 12:21:00,5487.5,5489.5,5486.0,5488.5,2124
2026-01-02 12:22:00,5489.0,5491.5,5488.5,5489.5,2369
2026-01-02 12:23:00,5489.5,5490.5,5487.0,5488.0,1424
2026-01-02 12:24:00,5488.5,5488.5,5484.5,5486.0,2015
2026-01-02 12:25:00,5486.0,5486.0,5484.0,5484.5,1076
2026-01-02 12:26:00,5484.0,5486.0,5483.0,5485.0,1481
2026-01-02 12:27:00,5485.5,5487.0,5484.0,5486.5,906
2026-01-02 12:28:00,5486.0,5487.0,5485.0,5486.5,586
2026-01-02 12:29:00,5486.5,5487.0,5485.5,5487.0,541
2026-01-02 12:30:00,5487.0,5487.5,5485.5,5487.0,939
2026-01-02 12:31:00,5487.0,5488.5,5487.0,5487.5,857
2026-01-02 12:32:00,5488.0,5488.0,5485.0,5485.5,785
2026-01-02 12:33:00,5485.5,5486.5,5485.0,5485.5,624
2026-01-02 12:34:00,5486.0,5487.0,5485.5,5486.0,433
2026-01-02 12:35:00,5486.0,5486.5,5485.0,5485.0,787
2026-01-02 12:36:00,5485.0,5486.0,5482.0,5482.5,2048
2026-01-02 12:37:00,5483.0,5483.5,5482.0,5483.0,724
2026-01-02 12:38:00,5483.0,5485.0,5482.5,5483.5,760
2026-01-02 12:39:00,5483.5,5485.5,5483.0,5485.0,933
2026-01-02 12:40:00,5484.5,5485.0,5482.5,5483.0,879
2026-01-02 12:41:00,5483.0,5483.5,5481.5,5481.5,723
2026-01-02 12:42:00,5481.5,5483.0,5481.0,5481.5,690
2026-01-02 12:43:00,5482.0,5483.5,5481.0,5483.0,598
2026-01-02 12:44:00,5483.5,5484.5,5482.5,5483.5,956
2026-01-02 12:45:00,5483.5,5486.5,5483.0,5486.0,1345
2026-01-02 12:46:00,5486.0,5486.5,5483.0,5483.0,689
2026-01-02 12:47:00,5483.0,5484.0,5480.5,5481.0,1234
2026-01-02 12:48:00,5481.0,5482.5,5480.5,5481.5,927
2026-01-02 12:49:00,5481.5,5482.5,5480.5,5481.0,551
2026-01-02 12:50:00,5481.0,5482.5,5480.5,5482.0,853
2026-01-02 12:51:00,5482.0,5483.0,5481.5,5482.0,423
2026-01-02 12:52:00,5482.0,5483.0,5478.5,5482.0,1601
2026-01-02 12:53:00,5482.0,5482.5,5480.5,5481.0,712
2026-01-02 12:54:00,5481.0,5481.0,5477.5,5478.0,1500
2026-01-02 12:55:00,5478.0,5478.5,5476.5,5478.0,1675
2026-01-02 12:56:00,5478.0,5478.5,5476.5,5477.0,722
2026-01-02 12:57:00,5477.5,5477.5,5475.5,5476.0,1485
2026-01-02 12:58:00,5476.0,5476.5,5475.0,5475.0,2172
2026-01-02 12:59:00,5475.0,5475.5,5473.5,5475.0,2637
2026-01-02 13:00:00,5475.0,5476.0,5474.0,5474.5,2641
2026-01-02 13:01:00,5474.5,5476.5,5474.0,5475.0,2661
2026-01-02 13:02:00,5475.5,5476.5,5474.0,5476.5,1499
2026-01-02 13:03:00,5476.5,5478.5,5476.0,5478.0,1533
2026-01-02 13:04:00,5477.5,5479.5,5476.0,5479.0,1267
2026-01-02 13:05:00,5479.0,5479.5,5478.5,5478.5,1087
2026-01-02 13:06:00,5478.5,5480.0,5478.0,5478.5,776
2026-01-02 13:07:00,5478.5,5479.5,5477.5,5478.0,509
2026-01-02 13:08:00,5478.0,5478.0,5477.0,5477.5,436
2026-01-02 13:09:00,5477.5,5477.5,5476.0,5476.0,538
2026-01-02 13:10:00,5476.5,5477.5,5475.0,5475.5,1134
2026-01-02 13:11:00,5475.0,5478.5,5475.0,5476.5,975
2026-01-02 13:12:00,5476.5,5478.0,5476.5,5476.5,465
2026-01-02 13:13:00,5476.5,5477.5,5475.5,5475.5,580
2026-01-02 13:14:00,5475.5,5477.0,5475.0,5475.5,572
2026-01-02 13:15:00,5475.0,5475.5,5473.5,5474.0,1043
2026-01-02 13:16:00,5474.0,5474.5,5471.0,5472.5,1944
2026-01-02 13:17:00,5472.5,5473.0,5471.0,5473.0,825
2026-01-02 13:18:00,5473.0,5473.5,5468.5,5469.5,2430
2026-01-02 13:19:00,5469.5,5471.5,5468.5,5471.0,1109
2026-01-02 13:20:00,5471.0,5471.0,5468.5,5471.0,1304
2026-01-02 13:21:00,5471.0,5471.5,5469.0,5469.5,946
2026-01-02 13:22:00,5469.0,5470.0,5468.0,5469.0,1114
2026-01-02 13:23:00,5469.5,5470.5,5468.5,5470.0,466
2026-01-02 13:24:00,5470.0,5470.5,5469.0,5469.5,274
2026-01-02 13:25:00,5469.5,5471.5,5469.0,5471.0,946
2026-01-02 13:26:00,5471.0,5471.5,5470.5,5471.0,684
2026-01-02 13:27:00,5471.0,5471.5,5470.5,5471.0,262
2026-01-02 13:28:00,5471.5,5471.5,5470.0,5470.0,355
2026-01-02 13:29:00,5470.5,5471.0,5469.5,5470.0,704
2026-01-02 13:30:00,5470.5,5470.5,5469.0,5470.0,531
2026-01-02 13:31:00,5470.5,5470.5,5468.5,5468.5,414
2026-01-02 13:32:00,5468.5,5469.0,5466.0,5466.5,1513
2026-01-02 13:33:00,5466.5,5468.0,5466.0,5467.0,662
2026-01-02 13:34:00,5466.5,5468.0,5466.5,5467.5,348
2026-01-02 13:35:00,5467.5,5469.5,5467.0,5469.5,672
2026-01-02 13:36:00,5469.5,5470.0,5467.5,5468.5,843
2026-01-02 13:37:00,5468.0,5469.0,5467.0,5468.0,374
2026-01-02 13:38:00,5468.5,5469.0,5468.0,5469.0,280
2026-01-02 13:39:00,5469.0,5469.0,5465.5,5467.0,1145
2026-01-02 13:40:00,5466.5,5467.0,5466.0,5466.5,378
2026-01-02 13:41:00,5466.5,5468.0,5466.0,5468.0,577
2026-01-02 13:42:00,5468.5,5468.5,5467.5,5467.5,283
2026-01-02 13:43:00,5468.0,5468.5,5467.5,5468.0,290
2026-01-02 13:44:00,5468.0,5469.0,5467.5,5469.0,286
2026-01-02 13:45:00,5468.5,5469.5,5468.5,5468.5,402
2026-01-02 13:46:00,5468.5,5470.0,5468.5,5470.0,554
2026-01-02 13:47:00,5469.5,5470.0,5467.5,5467.5,637
2026-01-02 13:48:00,5467.5,5468.0,5467.0,5467.5,337
2026-01-02 13:49:00,5467.5,5468.0,5467.5,5467.5,182
2026-01-02 13:50:00,5468.0,5469.0,5467.0,5468.5,546
2026-01-02 13:51:00,5468.5,5470.5,5468.0,5470.5,929
2026-01-02 13:52:00,5470.0,5471.0,5467.0,5469.0,1284
2026-01-02 13:53:00,5469.0,5469.5,5468.0,5468.0,328
2026-01-02 13:54:00,5468.0,5468.5,5467.5,5467.5,247
2026-01-02 13:55:00,5467.5,5468.0,5467.0,5467.0,394
2026-01-02 13:56:00,5467.0,5468.0,5466.0,5466.0,580
2026-01-02 13:57:00,5466.5,5466.5,5462.5,5462.5,2328
2026-01-02 13:58:00,5462.5,5464.0,5461.0,5462.0,2156
2026-01-02 13:59:00,5462.0,5462.5,5460.0,5461.0,1392
2026-01-02 14:00:00,5460.5,5461.0,5460.0,5460.5,870
2026-01-02 14:01:00,5460.5,5462.5,5460.0,5462.0,1086
2026-01-02 14:02:00,5462.0,5462.5,5460.5,5461.0,461
2026-01-02 14:03:00,5460.5,5461.0,5459.0,5459.0,1126
2026-01-02 14:04:00,5459.0,5460.0,5457.0,5457.0,1535
2026-01-02 14:05:00,5457.0,5457.5,5455.0,5456.0,2038
2026-01-02 14:06:00,5456.0,5457.0,5455.0,5456.5,721
2026-01-02 14:07:00,5456.5,5458.5,5455.5,5457.5,1141
2026-01-02 14:08:00,5458.0,5458.5,5457.0,5458.0,696
2026-01-02 14:09:00,5458.5,5459.0,5457.5,5458.5,486
2026-01-02 14:10:00,5458.5,5459.0,5458.0,5458.5,349
2026-01-02 14:11:00,5458.5,5459.0,5457.5,5458.0,473
2026-01-02 14:12:00,5457.5,5458.0,5456.0,5456.5,851
2026-01-02 14:13:00,5456.5,5457.0,5454.5,5455.5,1421
2026-01-02 14:14:00,5455.5,5456.5,5455.0,5455.5,624
2026-01-02 14:15:00,5455.5,5456.5,5454.5,5454.5,525
2026-01-02 14:16:00,5454.5,5455.0,5454.0,5454.5,857
2026-01-02 14:17:00,5454.0,5456.5,5454.0,5456.0,748
2026-01-02 14:18:00,5455.5,5456.5,5455.5,5456.5,144
2026-01-02 14:19:00,5456.5,5456.5,5455.5,5456.0,408
2026-01-02 14:20:00,5456.5,5457.5,5456.0,5457.0,746
2026-01-02 14:21:00,5457.0,5458.5,5456.5,5458.5,562
2026-01-02 14:22:00,5458.5,5459.5,5457.5,5458.0,978
2026-01-02 14:23:00,5458.0,5458.5,5458.0,5458.5,339
2026-01-02 14:24:00,5458.5,5459.0,5457.0,5457.5,819
2026-01-02 14:25:00,5458.0,5459.0,5457.0,5459.0,408
2026-01-02 14:26:00,5458.5,5460.0,5458.5,5458.5,680
2026-01-02 14:27:00,5459.0,5460.0,5458.5,5459.0,424
2026-01-02 14:28:00,5459.0,5459.0,5457.0,5458.5,638
2026-01-02 14:29:00,5458.5,5458.5,5456.5,5457.0,461
2026-01-02 14:30:00,5457.0,5457.0,5455.5,5456.5,784
2026-01-02 14:31:00,5457.0,5458.0,5456.5,5457.0,448
2026-01-02 14:32:00,5456.5,5457.5,5456.5,5457.0,345
2026-01-02 14:33:00,5456.5,5457.5,5456.0,5457.5,284
2026-01-02 14:34:00,5457.0,5458.0,5457.0,5457.0,118
2026-01-02 14:35:00,5457.0,5458.5,5456.5,5458.5,394
2026-01-02 14:36:00,5458.5,5459.0,5458.0,5458.5,397
2026-01-02 14:37:00,5459.0,5460.5,5458.5,5459.5,1042
2026-01-02 14:38:00,5460.0,5461.5,5459.5,5460.5,1224
2026-01-02 14:39:00,5460.0,5461.5,5460.0,5461.0,734
2026-01-02 14:40:00,5460.5,5462.5,5460.0,5462.5,763
2026-01-02 14:41:00,5462.5,5462.5,5461.0,5461.5,443
2026-01-02 14:42:00,5461.0,5461.5,5459.5,5460.0,581
2026-01-02 14:43:00,5460.5,5461.5,5460.0,5461.0,338
2026-01-02 14:44:00,5460.5,5461.0,5460.0,5460.0,263
2026-01-02 14:45:00,5460.0,5461.0,5459.0,5460.0,605
2026-01-02 14:46:00,5460.0,5462.5,5460.0,5461.5,1003
2026-01-02 14:47:00,5461.5,5462.5,5460.5,5461.0,408
2026-01-02 14:48:00,5461.0,5461.5,5460.5,5461.0,462
2026-01-02 14:49:00,5461.0,5461.5,5460.0,5461.5,364
2026-01-02 14:50:00,5461.5,5462.0,5460.5,5461.0,377
2026-01-02 14:51:00,5461.5,5461.5,5460.0,5460.5,175
2026-01-02 14:52:00,5460.5,5462.0,5460.0,5461.0,351
2026-01-02 14:53:00,5460.5,5461.5,5460.0,5461.0,352
2026-01-02 14:54:00,5461.0,5462.0,5460.5,5461.0,265
2026-01-02 14:55:00,5460.5,5461.0,5458.5,5458.5,997
2026-01-02 14:56:00,5458.5,5459.0,5458.5,5458.5,673
2026-01-02 14:57:00,5458.5,5459.5,5458.0,5459.0,579
2026-01-02 14:58:00,5458.5,5459.5,5458.0,5459.5,276
2026-01-02 14:59:00,5459.5,5461.0,5458.5,5460.5,767
2026-01-02 15:00:00,5460.5,5461.0,5458.5,5459.5,649
2026-01-02 15:01:00,5459.0,5461.0,5459.0,5460.5,423
2026-01-02 15:02:00,5461.0,5461.5,5459.5,5461.0,538
2026-01-02 15:03:00,5461.0,5461.0,5460.0,5460.0,208
2026-01-02 15:04:00,5460.0,5462.0,5460.0,5462.0,514
2026-01-02 15:05:00,5461.5,5462.0,5461.5,5462.0,238
2026-01-02 15:06:00,5461.5,5462.5,5461.0,5461.5,703
2026-01-02 15:07:00,5461.5,5461.5,5460.0,5460.0,333
2026-01-02 15:08:00,5460.0,5460.5,5459.5,5459.5,334
2026-01-02 15:09:00,5459.5,5460.0,5458.0,5458.5,669
2026-01-02 15:10:00,5458.0,5458.5,5457.5,5458.0,565
2026-01-02 15:11:00,5458.0,5458.5,5457.5,5458.0,280
2026-01-02 15:12:00,5458.0,5459.0,5457.5,5458.5,446
2026-01-02 15:13:00,5459.0,5459.5,5458.0,5458.5,244
2026-01-02 15:14:00,5458.0,5459.0,5457.5,5459.0,303
2026-01-02 15:15:00,5459.0,5460.0,5458.5,5459.5,345
2026-01-02 15:16:00,5459.5,5460.0,5458.5,5459.5,308
2026-01-02 15:17:00,5459.5,5460.0,5458.5,5460.0,327
2026-01-02 15:18:00,5459.5,5459.5,5456.0,5456.0,1302
2026-01-02 15:19:00,5456.0,5458.0,5455.5,5458.0,997
2026-01-02 15:20:00,5458.0,5458.0,5457.5,5458.0,380
2026-01-02 15:21:00,5458.0,5458.0,5456.0,5456.5,637
2026-01-02 15:22:00,5456.5,5456.5,5455.5,5456.0,539
2026-01-02 15:23:00,5456.5,5456.5,5455.0,5455.0,331
2026-01-02 15:24:00,5455.0,5456.0,5454.0,5454.5,998
2026-01-02 15:25:00,5455.0,5456.0,5454.5,5455.5,514
2026-01-02 15:26:00,5455.5,5457.5,5455.0,5457.0,800
2026-01-02 15:27:00,5457.0,5457.5,5456.0,5456.0,382
2026-01-02 15:28:00,5456.0,5457.5,5456.0,5456.5,364
2026-01-02 15:29:00,5456.5,5458.5,5456.5,5458.0,679
2026-01-02 15:30:00,5457.5,5458.0,5456.5,5457.5,398
2026-01-02 15:31:00,5457.0,5458.5,5456.5,5458.0,372
2026-01-02 15:32:00,5458.5,5458.5,5457.5,5458.5,378
2026-01-02 15:33:00,5458.0,5459.0,5458.0,5459.0,331
2026-01-02 15:34:00,5459.0,5459.0,5458.0,5458.5,242
2026-01-02 15:35:00,5458.5,5459.5,5458.0,5459.0,555
